,weight,age,height,size,size_in_num
88606,52,21.0,160.02,XXS,0.0
88607,58,29.0,157.48,L,3.0
88608,54,35.0,170.18,XXS,0.0
88609,53,35.0,160.02,S,1.0
88610,58,26.0,180.34,S,1.0
88611,52,33.0,165.1,XXS,0.0
88612,61,33.0,162.56,XL,4.0
88613,72,39.0,157.48,L,3.0
88614,58,25.0,162.56,M,2.0
88615,47,27.0,162.56,XXS,0.0
88616,68,27.0,167.64,XL,4.0
88617,56,33.0,167.64,M,2.0
88618,63,35.0,172.72,M,2.0
88619,68,52.0,167.64,XL,4.0
88620,49,24.0,167.64,XXS,0.0
88621,63,31.0,165.1,XL,4.0
88622,83,39.0,165.1,XXXL,6.0
88623,49,29.0,165.1,XXS,0.0
88624,77,30.0,167.64,XXXL,6.0
88625,79,30.0,175.26,XXXL,6.0
88626,58,51.0,165.1,M,2.0
88627,54,30.0,172.72,XXS,0.0
88628,63,26.0,160.02,XXXL,6.0
88629,70,31.0,157.48,L,3.0
88630,54,32.0,162.56,M,2.0
88631,52,32.0,167.64,XXS,0.0
88632,71,33.0,177.8,XL,4.0
88633,39,54.0,154.94,XXS,0.0
88634,52,28.0,167.64,XXS,0.0
88635,52,25.0,165.1,XXS,0.0
88636,54,26.0,157.48,M,2.0
88637,54,31.0,170.18,XXS,0.0
88638,70,31.0,170.18,L,3.0
88639,63,40.0,175.26,M,2.0
88640,60,27.0,162.56,M,2.0
88641,65,29.0,170.18,L,3.0
88642,56,38.0,167.64,M,2.0
88643,67,37.0,175.26,L,3.0
88644,58,28.0,162.56,M,2.0
88645,45,35.0,160.02,XXS,0.0
88646,50,38.0,160.02,S,1.0
88647,56,32.0,172.72,S,1.0
88648,52,19.0,165.1,XXS,0.0
88649,54,26.0,162.56,XXS,0.0
88650,58,29.0,165.1,M,2.0
88651,63,39.0,157.48,XL,4.0
88652,58,31.0,162.56,M,2.0
88653,58,24.0,162.56,M,2.0
88654,62,30.0,165.1,XL,4.0
88655,60,44.0,172.72,M,2.0
88656,79,53.0,175.26,XXXL,6.0
88657,65,26.0,180.34,M,2.0
88658,58,21.0,162.56,S,1.0
88659,61,29.0,152.4,L,3.0
88660,56,32.0,170.18,M,2.0
88661,70,39.0,165.1,L,3.0
88662,83,40.0,170.18,XXXL,6.0
88663,56,28.0,157.48,XXS,0.0
88664,58,27.0,172.72,M,2.0
88665,55,27.0,160.02,S,1.0
88666,65,33.0,170.18,XL,4.0
88667,63,28.0,167.64,XL,4.0
88668,48,43.0,152.4,S,1.0
88669,52,29.0,167.64,S,1.0
88670,104,31.0,182.88,XXXL,6.0
88671,65,37.0,175.26,L,3.0
88672,65,34.0,170.18,XL,4.0
88673,58,27.0,167.64,S,1.0
88674,54,31.0,165.1,XXS,0.0
88675,58,25.0,162.56,M,2.0
88676,62,34.0,175.26,M,2.0
88677,61,56.0,162.56,L,3.0
88678,74,33.0,175.26,XXXL,6.0
88679,61,44.0,170.18,L,3.0
88680,50,32.0,160.02,XXS,0.0
88681,52,25.0,160.02,M,2.0
88682,54,24.0,160.02,XL,4.0
88683,49,31.0,162.56,XXS,0.0
88684,49,34.0,162.56,S,1.0
88685,58,25.0,165.1,M,2.0
88686,56,41.0,167.64,L,3.0
88687,54,28.0,162.56,M,2.0
88688,79,30.0,172.72,XXXL,6.0
88689,58,22.0,170.18,XL,4.0
88690,50,38.0,162.56,S,1.0
88691,56,35.0,160.02,XL,4.0
88692,65,27.0,160.02,XL,4.0
88693,53,31.0,162.56,S,1.0
88694,67,43.0,172.72,XL,4.0
88695,58,45.0,160.02,XL,4.0
88696,74,33.0,162.56,XL,4.0
88697,63,36.0,170.18,XXXL,6.0
88698,70,33.0,167.64,XXXL,6.0
88699,54,29.0,167.64,S,1.0
88700,58,37.0,172.72,M,2.0
88701,47,31.0,157.48,XXS,0.0
88702,56,29.0,167.64,S,1.0
88703,56,48.0,160.02,XL,4.0
88704,55,37.0,154.94,M,2.0
88705,67,33.0,165.1,XL,4.0
88706,65,49.0,167.64,XXXL,6.0
88707,56,37.0,162.56,S,1.0
88708,54,26.0,154.94,M,2.0
88709,49,24.0,170.18,S,1.0
88710,54,34.0,154.94,M,2.0
88711,65,31.0,167.64,XL,4.0
88712,52,22.0,160.02,M,2.0
88713,56,28.0,165.1,M,2.0
88714,63,39.0,157.48,L,3.0
88715,55,46.0,172.72,S,1.0
88716,47,31.0,157.48,XXS,0.0
88717,68,27.0,177.8,XL,4.0
88718,49,34.0,162.56,XXS,0.0
88719,56,30.0,170.18,S,1.0
88720,64,40.0,149.86,L,3.0
88721,65,35.0,172.72,XL,4.0
88722,82,39.0,160.02,XXXL,6.0
88723,55,27.0,162.56,L,3.0
88724,68,25.0,180.34,L,3.0
88725,54,30.0,162.56,S,1.0
88726,61,28.0,157.48,M,2.0
88727,56,34.0,157.48,M,2.0
88728,58,28.0,160.02,S,1.0
88729,70,32.0,182.88,L,3.0
88730,58,37.0,160.02,S,1.0
88731,61,31.0,160.02,L,3.0
88732,45,28.0,170.18,S,1.0
88733,64,33.0,172.72,M,2.0
88734,61,26.0,175.26,M,2.0
88735,54,32.0,162.56,M,2.0
88736,54,31.0,172.72,S,1.0
88737,70,41.0,162.56,XXXL,6.0
88738,59,33.0,157.48,XL,4.0
88739,61,32.0,172.72,M,2.0
88740,65,27.0,177.8,XL,4.0
88741,70,26.0,172.72,XL,4.0
88742,49,30.0,165.1,M,2.0
88743,65,40.0,172.72,XL,4.0
88744,58,29.0,165.1,M,2.0
88745,61,34.0,167.64,XL,4.0
88746,73,47.0,167.64,XXXL,6.0
88747,58,27.0,165.1,M,2.0
88748,53,26.0,172.72,XXS,0.0
88749,71,51.0,172.72,XL,4.0
88750,61,52.0,165.1,M,2.0
88751,58,33.0,157.48,M,2.0
88752,56,48.0,160.02,M,2.0
88753,61,27.0,175.26,M,2.0
88754,47,38.0,154.94,S,1.0
88755,57,50.0,154.94,L,3.0
88756,62,33.0,172.72,XL,4.0
88757,63,25.0,165.1,L,3.0
88758,58,41.0,162.56,M,2.0
88759,54,30.0,157.48,M,2.0
88760,74,37.0,154.94,XXXL,6.0
88761,70,31.0,177.8,XXXL,6.0
88762,63,29.0,167.64,M,2.0
88763,49,29.0,170.18,S,1.0
88764,53,25.0,162.56,S,1.0
88765,48,26.0,162.56,M,2.0
88766,72,42.0,177.8,XL,4.0
88767,77,41.0,165.1,XXXL,6.0
88768,58,30.0,167.64,M,2.0
88769,54,33.0,172.72,XXS,0.0
88770,56,26.0,170.18,M,2.0
88771,48,43.0,162.56,S,1.0
88772,70,33.0,172.72,XXXL,6.0
88773,55,51.0,162.56,L,3.0
88774,54,46.0,160.02,M,2.0
88775,58,26.0,175.26,M,2.0
88776,49,24.0,152.4,M,2.0
88777,58,44.0,172.72,M,2.0
88778,52,23.0,162.56,XXS,0.0
88779,63,32.0,172.72,M,2.0
88780,62,31.0,167.64,M,2.0
88781,65,34.0,154.94,XL,4.0
88782,47,48.0,157.48,XXS,0.0
88783,63,45.0,167.64,L,3.0
88784,54,35.0,165.1,S,1.0
88785,72,30.0,167.64,XXXL,6.0
88786,65,29.0,172.72,XL,4.0
88787,56,32.0,162.56,M,2.0
88788,61,30.0,167.64,S,1.0
88789,52,29.0,165.1,S,1.0
88790,58,27.0,160.02,XXS,0.0
88791,65,31.0,170.18,L,3.0
88792,61,31.0,167.64,M,2.0
88793,58,41.0,160.02,M,2.0
88794,47,25.0,157.48,S,1.0
88795,49,27.0,157.48,S,1.0
88796,60,31.0,170.18,L,3.0
88797,65,30.0,180.34,XXXL,6.0
88798,63,32.0,165.1,L,3.0
88799,58,29.0,182.88,XL,4.0
88800,72,32.0,157.48,XXXL,6.0
88801,54,38.0,162.56,S,1.0
88802,49,43.0,152.4,XXS,0.0
88803,58,30.0,172.72,S,1.0
88804,63,36.0,165.1,XL,4.0
88805,64,61.0,172.72,XL,4.0
88806,56,31.0,160.02,M,2.0
88807,68,24.0,172.72,XL,4.0
88808,63,32.0,167.64,XL,4.0
88809,52,28.0,175.26,M,2.0
88810,49,35.0,162.56,M,2.0
88811,108,42.0,165.1,XXXL,6.0
88812,58,32.0,167.64,M,2.0
88813,59,36.0,185.42,M,2.0
88814,53,23.0,165.1,XXS,0.0
88815,61,32.0,175.26,L,3.0
88816,63,29.0,167.64,M,2.0
88817,79,48.0,165.1,XXXL,6.0
88818,72,37.0,165.1,XXXL,6.0
88819,52,37.0,162.56,S,1.0
88820,53,38.0,160.02,XXXL,6.0
88821,63,24.0,162.56,L,3.0
88822,52,38.0,152.4,L,3.0
88823,63,31.0,162.56,XXXL,6.0
88824,58,33.0,175.26,M,2.0
88825,56,21.0,170.18,S,1.0
88826,54,35.0,152.4,M,2.0
88827,61,27.0,170.18,M,2.0
88828,73,29.0,157.48,XL,4.0
88829,49,53.0,160.02,M,2.0
88830,65,33.0,167.64,M,2.0
88831,56,27.0,172.72,M,2.0
88832,86,30.0,170.18,XXXL,6.0
88833,63,41.0,160.02,L,3.0
88834,56,46.0,149.86,M,2.0
88835,56,38.0,170.18,L,3.0
88836,86,55.0,162.56,XXXL,6.0
88837,54,33.0,162.56,S,1.0
88838,58,29.0,160.02,M,2.0
88839,68,31.0,177.8,L,3.0
88840,74,31.0,172.72,XXXL,6.0
88841,53,32.0,170.18,S,1.0
88842,70,23.0,165.1,XXXL,6.0
88843,61,30.0,167.64,M,2.0
88844,70,32.0,177.8,XL,4.0
88845,72,26.0,167.64,XXXL,6.0
88846,68,27.0,175.26,L,3.0
88847,53,36.0,162.56,XXS,0.0
88848,56,37.0,,M,2.0
88849,58,28.0,172.72,M,2.0
88850,77,34.0,172.72,XXXL,6.0
88851,56,23.0,175.26,S,1.0
88852,53,28.0,160.02,S,1.0
88853,45,28.0,157.48,S,1.0
88854,56,31.0,160.02,L,3.0
88855,54,32.0,167.64,S,1.0
88856,54,37.0,162.56,M,2.0
88857,47,23.0,167.64,XXS,0.0
88858,52,28.0,167.64,S,1.0
88859,61,35.0,170.18,L,3.0
88860,65,32.0,162.56,M,2.0
88861,63,29.0,170.18,XL,4.0
88862,56,28.0,162.56,S,1.0
88863,56,25.0,170.18,S,1.0
88864,53,45.0,157.48,S,1.0
88865,61,24.0,165.1,M,2.0
88866,45,29.0,152.4,XXS,0.0
88867,63,29.0,162.56,M,2.0
88868,70,34.0,160.02,L,3.0
88869,51,35.0,165.1,S,1.0
88870,63,24.0,170.18,L,3.0
88871,65,27.0,167.64,L,3.0
88872,49,26.0,165.1,S,1.0
88873,65,37.0,162.56,XL,4.0
88874,56,32.0,175.26,S,1.0
88875,68,26.0,175.26,XL,4.0
88876,52,24.0,157.48,XXS,0.0
88877,58,50.0,165.1,L,3.0
88878,56,34.0,167.64,M,2.0
88879,58,27.0,165.1,S,1.0
88880,63,26.0,170.18,L,3.0
88881,108,32.0,165.1,XXXL,6.0
88882,77,27.0,170.18,S,1.0
88883,54,39.0,165.1,M,2.0
88884,57,38.0,175.26,S,1.0
88885,70,36.0,175.26,XXXL,6.0
88886,73,39.0,180.34,XXXL,6.0
88887,68,32.0,172.72,XXXL,6.0
88888,55,27.0,165.1,S,1.0
88889,70,29.0,170.18,XL,4.0
88890,62,45.0,165.1,L,3.0
88891,65,19.0,,XL,4.0
88892,71,42.0,175.26,XXXL,6.0
88893,112,44.0,157.48,XXXL,6.0
88894,58,44.0,165.1,M,2.0
88895,61,68.0,167.64,L,3.0
88896,61,25.0,165.1,XL,4.0
88897,72,28.0,160.02,XXXL,6.0
88898,61,29.0,172.72,M,2.0
88899,63,26.0,170.18,L,3.0
88900,77,28.0,180.34,XL,4.0
88901,68,30.0,152.4,XL,4.0
88902,57,39.0,165.1,M,2.0
88903,68,38.0,172.72,XXXL,6.0
88904,60,40.0,175.26,L,3.0
88905,72,27.0,172.72,XL,4.0
88906,72,29.0,167.64,XXXL,6.0
88907,63,25.0,177.8,L,3.0
88908,52,31.0,162.56,XXS,0.0
88909,63,24.0,167.64,M,2.0
88910,52,29.0,157.48,XXS,0.0
88911,61,27.0,177.8,M,2.0
88912,54,21.0,162.56,S,1.0
88913,52,36.0,152.4,S,1.0
88914,65,34.0,170.18,XXXL,6.0
88915,54,42.0,152.4,L,3.0
88916,54,31.0,162.56,M,2.0
88917,77,31.0,167.64,XXXL,6.0
88918,74,32.0,167.64,XXXL,6.0
88919,55,36.0,165.1,S,1.0
88920,52,22.0,162.56,S,1.0
88921,55,44.0,162.56,M,2.0
88922,61,54.0,162.56,XXXL,6.0
88923,57,58.0,175.26,M,2.0
88924,71,35.0,170.18,XXXL,6.0
88925,58,29.0,160.02,M,2.0
88926,65,49.0,167.64,M,2.0
88927,63,35.0,160.02,M,2.0
88928,54,29.0,165.1,S,1.0
88929,58,33.0,165.1,S,1.0
88930,86,30.0,177.8,XXXL,6.0
88931,54,28.0,165.1,S,1.0
88932,58,31.0,165.1,XL,4.0
88933,77,62.0,167.64,XXXL,6.0
88934,83,40.0,165.1,XXXL,6.0
88935,72,26.0,167.64,XXXL,6.0
88936,58,21.0,162.56,L,3.0
88937,52,31.0,157.48,S,1.0
88938,54,38.0,160.02,S,1.0
88939,49,26.0,152.4,XXS,0.0
88940,72,42.0,175.26,L,3.0
88941,58,24.0,162.56,M,2.0
88942,53,37.0,160.02,XXS,0.0
88943,56,31.0,162.56,M,2.0
88944,61,33.0,157.48,M,2.0
88945,58,30.0,165.1,S,1.0
88946,49,39.0,167.64,XXS,0.0
88947,63,46.0,167.64,L,3.0
88948,69,47.0,177.8,L,3.0
88949,54,32.0,157.48,S,1.0
88950,73,49.0,162.56,XXXL,6.0
88951,54,31.0,160.02,S,1.0
88952,65,48.0,167.64,L,3.0
88953,68,25.0,172.72,XL,4.0
88954,63,31.0,172.72,XL,4.0
88955,54,32.0,157.48,M,2.0
88956,72,41.0,175.26,XXXL,6.0
88957,52,32.0,165.1,XXS,0.0
88958,72,44.0,154.94,XXXL,6.0
88959,58,31.0,160.02,S,1.0
88960,54,32.0,162.56,S,1.0
88961,58,45.0,160.02,M,2.0
88962,63,30.0,167.64,L,3.0
88963,70,32.0,167.64,XL,4.0
88964,66,37.0,160.02,XXXL,6.0
88965,50,36.0,170.18,S,1.0
88966,70,23.0,165.1,XL,4.0
88967,58,37.0,172.72,S,1.0
88968,63,48.0,175.26,XL,4.0
88969,55,31.0,165.1,S,1.0
88970,52,29.0,180.34,M,2.0
88971,61,32.0,172.72,L,3.0
88972,61,25.0,157.48,L,3.0
88973,68,30.0,175.26,XL,4.0
88974,68,35.0,175.26,L,3.0
88975,66,39.0,165.1,XL,4.0
88976,70,54.0,172.72,XXXL,6.0
88977,58,27.0,160.02,S,1.0
88978,54,28.0,175.26,M,2.0
88979,53,37.0,160.02,S,1.0
88980,64,33.0,170.18,L,3.0
88981,77,39.0,172.72,XXXL,6.0
88982,54,33.0,162.56,S,1.0
88983,61,35.0,160.02,M,2.0
88984,61,35.0,167.64,L,3.0
88985,53,24.0,157.48,S,1.0
88986,74,29.0,162.56,XXXL,6.0
88987,79,33.0,165.1,XXXL,6.0
88988,58,36.0,170.18,M,2.0
88989,77,56.0,172.72,XXXL,6.0
88990,65,37.0,167.64,XL,4.0
88991,74,29.0,160.02,XXXL,6.0
88992,52,25.0,162.56,XXS,0.0
88993,54,35.0,157.48,S,1.0
88994,61,29.0,170.18,M,2.0
88995,70,33.0,162.56,XL,4.0
88996,65,29.0,172.72,L,3.0
88997,68,58.0,160.02,XXXL,6.0
88998,52,25.0,167.64,S,1.0
88999,58,39.0,157.48,XL,4.0
89000,68,42.0,170.18,XXXL,6.0
89001,47,31.0,152.4,XXS,0.0
89002,61,28.0,162.56,XL,4.0
89003,77,30.0,175.26,XXXL,6.0
89004,54,25.0,162.56,M,2.0
89005,61,56.0,165.1,XL,4.0
89006,58,38.0,157.48,L,3.0
89007,61,24.0,165.1,M,2.0
89008,72,27.0,165.1,XXXL,6.0
89009,58,28.0,162.56,M,2.0
89010,54,39.0,160.02,M,2.0
89011,58,47.0,165.1,M,2.0
89012,56,63.0,165.1,M,2.0
89013,54,34.0,165.1,XXS,0.0
89014,58,29.0,162.56,M,2.0
89015,57,31.0,165.1,M,2.0
89016,56,26.0,165.1,M,2.0
89017,63,28.0,160.02,M,2.0
89018,58,40.0,170.18,L,3.0
89019,56,34.0,160.02,M,2.0
89020,52,30.0,165.1,XXS,0.0
89021,58,33.0,170.18,M,2.0
89022,49,19.0,162.56,S,1.0
89023,58,27.0,162.56,M,2.0
89024,68,33.0,160.02,XXXL,6.0
89025,81,25.0,162.56,XXXL,6.0
89026,62,59.0,165.1,XXXL,6.0
89027,63,48.0,165.1,XL,4.0
89028,52,29.0,162.56,S,1.0
89029,65,39.0,160.02,XL,4.0
89030,81,33.0,175.26,XXXL,6.0
89031,70,21.0,152.4,XXXL,6.0
89032,74,29.0,170.18,XXXL,6.0
89033,79,40.0,160.02,XXXL,6.0
89034,47,27.0,157.48,XXS,0.0
89035,54,27.0,172.72,M,2.0
89036,68,30.0,165.1,XXXL,6.0
89037,58,25.0,170.18,M,2.0
89038,59,35.0,160.02,L,3.0
89039,70,31.0,167.64,XXXL,6.0
89040,58,32.0,177.8,S,1.0
89041,53,29.0,165.1,S,1.0
89042,58,31.0,177.8,M,2.0
89043,72,30.0,175.26,XXXL,6.0
89044,72,43.0,170.18,XXXL,6.0
89045,53,32.0,160.02,S,1.0
89046,62,28.0,170.18,L,3.0
89047,43,27.0,160.02,XXS,0.0
89048,46,43.0,162.56,XXS,0.0
89049,47,39.0,160.02,XXS,0.0
89050,55,27.0,162.56,M,2.0
89051,77,31.0,177.8,XXXL,6.0
89052,56,22.0,172.72,M,2.0
89053,63,35.0,170.18,M,2.0
89054,62,28.0,160.02,L,3.0
89055,59,26.0,167.64,L,3.0
89056,65,26.0,172.72,M,2.0
89057,70,39.0,167.64,XXXL,6.0
89058,47,31.0,162.56,XXS,0.0
89059,56,31.0,165.1,XXS,0.0
89060,48,31.0,152.4,S,1.0
89061,61,26.0,165.1,M,2.0
89062,63,19.0,172.72,M,2.0
89063,52,37.0,157.48,M,2.0
89064,54,32.0,160.02,S,1.0
89065,58,36.0,172.72,S,1.0
89066,70,33.0,165.1,XXXL,6.0
89067,68,49.0,160.02,XL,4.0
89068,56,29.0,172.72,M,2.0
89069,58,26.0,167.64,L,3.0
89070,59,34.0,167.64,S,1.0
89071,56,35.0,172.72,S,1.0
89072,52,28.0,167.64,S,1.0
89073,57,29.0,154.94,M,2.0
89074,54,32.0,165.1,S,1.0
89075,52,35.0,160.02,S,1.0
89076,72,29.0,160.02,XXXL,6.0
89077,56,32.0,165.1,L,3.0
89078,49,27.0,157.48,S,1.0
89079,68,27.0,165.1,XL,4.0
89080,54,24.0,165.1,S,1.0
89081,61,21.0,160.02,L,3.0
89082,58,27.0,160.02,S,1.0
89083,56,50.0,165.1,M,2.0
89084,56,39.0,165.1,M,2.0
89085,65,28.0,167.64,XL,4.0
89086,74,31.0,180.34,XL,4.0
89087,52,31.0,152.4,XXS,0.0
89088,53,46.0,165.1,M,2.0
89089,49,27.0,160.02,S,1.0
89090,66,32.0,175.26,L,3.0
89091,68,33.0,167.64,XXXL,6.0
89092,49,32.0,149.86,S,1.0
89093,56,32.0,157.48,M,2.0
89094,61,33.0,172.72,M,2.0
89095,54,36.0,162.56,S,1.0
89096,70,27.0,165.1,XL,4.0
89097,81,31.0,152.4,XXXL,6.0
89098,65,29.0,170.18,L,3.0
89099,61,41.0,175.26,L,3.0
89100,61,49.0,172.72,M,2.0
89101,81,27.0,175.26,XXXL,6.0
89102,65,39.0,160.02,XXXL,6.0
89103,54,31.0,152.4,M,2.0
89104,63,30.0,182.88,M,2.0
89105,70,31.0,162.56,XXXL,6.0
89106,70,28.0,177.8,XL,4.0
89107,60,33.0,162.56,L,3.0
89108,65,34.0,154.94,XL,4.0
89109,79,29.0,180.34,XXXL,6.0
89110,68,29.0,167.64,XL,4.0
89111,65,30.0,165.1,XL,4.0
89112,56,28.0,160.02,M,2.0
89113,65,27.0,172.72,XXS,0.0
89114,54,30.0,167.64,M,2.0
89115,88,27.0,167.64,XXXL,6.0
89116,68,53.0,170.18,XL,4.0
89117,52,41.0,172.72,S,1.0
89118,61,48.0,165.1,XL,4.0
89119,71,50.0,170.18,XXXL,6.0
89120,61,29.0,165.1,XL,4.0
89121,52,26.0,170.18,XXS,0.0
89122,54,36.0,160.02,S,1.0
89123,63,33.0,172.72,M,2.0
89124,57,30.0,152.4,L,3.0
89125,53,29.0,157.48,S,1.0
89126,54,29.0,157.48,M,2.0
89127,58,47.0,162.56,XL,4.0
89128,65,31.0,157.48,XXXL,6.0
89129,61,30.0,167.64,XL,4.0
89130,58,47.0,162.56,M,2.0
89131,61,32.0,177.8,L,3.0
89132,49,31.0,157.48,XXS,0.0
89133,58,26.0,170.18,M,2.0
89134,60,43.0,152.4,L,3.0
89135,49,33.0,154.94,M,2.0
89136,47,31.0,154.94,S,1.0
89137,58,32.0,157.48,M,2.0
89138,54,36.0,162.56,S,1.0
89139,56,34.0,177.8,M,2.0
89140,63,31.0,162.56,L,3.0
89141,61,30.0,177.8,L,3.0
89142,86,25.0,165.1,XXXL,6.0
89143,95,43.0,172.72,XXXL,6.0
89144,58,30.0,170.18,S,1.0
89145,74,37.0,175.26,XXXL,6.0
89146,58,45.0,160.02,XXXL,6.0
89147,54,30.0,154.94,M,2.0
89148,61,34.0,165.1,M,2.0
89149,72,34.0,170.18,XXXL,6.0
89150,86,33.0,182.88,XXXL,6.0
89151,86,30.0,172.72,XXXL,6.0
89152,65,28.0,175.26,M,2.0
89153,77,51.0,165.1,XXXL,6.0
89154,70,35.0,175.26,XXXL,6.0
89155,63,32.0,167.64,XL,4.0
89156,56,53.0,157.48,XL,4.0
89157,65,33.0,172.72,L,3.0
89158,61,37.0,170.18,M,2.0
89159,54,22.0,165.1,M,2.0
89160,56,29.0,157.48,M,2.0
89161,56,30.0,162.56,M,2.0
89162,44,36.0,154.94,XXS,0.0
89163,63,31.0,162.56,L,3.0
89164,61,25.0,167.64,M,2.0
89165,72,41.0,170.18,XXXL,6.0
89166,56,33.0,172.72,S,1.0
89167,63,30.0,170.18,XL,4.0
89168,58,37.0,165.1,M,2.0
89169,48,35.0,154.94,S,1.0
89170,49,41.0,157.48,XXS,0.0
89171,68,28.0,167.64,L,3.0
89172,58,28.0,170.18,S,1.0
89173,45,27.0,154.94,XXS,0.0
89174,90,32.0,175.26,XXXL,6.0
89175,64,31.0,167.64,XL,4.0
89176,81,32.0,165.1,XXXL,6.0
89177,58,25.0,172.72,S,1.0
89178,48,31.0,157.48,S,1.0
89179,61,37.0,162.56,XL,4.0
89180,53,32.0,160.02,M,2.0
89181,56,28.0,162.56,M,2.0
89182,77,29.0,177.8,XXXL,6.0
89183,68,31.0,167.64,XL,4.0
89184,61,37.0,167.64,M,2.0
89185,77,27.0,167.64,XXXL,6.0
89186,83,33.0,165.1,XXXL,6.0
89187,74,35.0,185.42,XL,4.0
89188,52,30.0,160.02,M,2.0
89189,49,27.0,162.56,M,2.0
89190,52,24.0,162.56,S,1.0
89191,58,30.0,167.64,XL,4.0
89192,54,25.0,157.48,S,1.0
89193,65,32.0,172.72,L,3.0
89194,65,31.0,160.02,L,3.0
89195,79,36.0,172.72,XXXL,6.0
89196,56,27.0,165.1,XXS,0.0
89197,50,23.0,157.48,M,2.0
89198,54,28.0,157.48,M,2.0
89199,56,29.0,157.48,M,2.0
89200,49,34.0,170.18,XXS,0.0
89201,58,37.0,165.1,XL,4.0
89202,59,38.0,162.56,L,3.0
89203,58,46.0,165.1,L,3.0
89204,61,34.0,162.56,L,3.0
89205,60,37.0,177.8,M,2.0
89206,86,39.0,170.18,XXXL,6.0
89207,65,29.0,160.02,M,2.0
89208,63,55.0,165.1,XL,4.0
89209,54,30.0,162.56,M,2.0
89210,53,31.0,162.56,XXS,0.0
89211,54,25.0,162.56,M,2.0
89212,49,29.0,160.02,XXS,0.0
89213,56,32.0,170.18,XXS,0.0
89214,74,33.0,175.26,XXXL,6.0
89215,71,39.0,170.18,XXXL,6.0
89216,63,32.0,165.1,XL,4.0
89217,60,34.0,162.56,S,1.0
89218,58,19.0,167.64,S,1.0
89219,70,30.0,170.18,XL,4.0
89220,58,31.0,160.02,S,1.0
89221,49,22.0,167.64,S,1.0
89222,61,20.0,149.86,M,2.0
89223,56,30.0,162.56,S,1.0
89224,63,33.0,170.18,L,3.0
89225,63,35.0,170.18,L,3.0
89226,49,24.0,157.48,XXS,0.0
89227,56,43.0,167.64,M,2.0
89228,59,31.0,160.02,XL,4.0
89229,63,30.0,170.18,XL,4.0
89230,56,29.0,165.1,M,2.0
89231,56,29.0,162.56,S,1.0
89232,58,32.0,165.1,M,2.0
89233,61,32.0,162.56,XL,4.0
89234,52,26.0,167.64,XXS,0.0
89235,72,24.0,165.1,XL,4.0
89236,81,29.0,167.64,L,3.0
89237,58,35.0,170.18,S,1.0
89238,54,33.0,165.1,XXS,0.0
89239,70,33.0,170.18,XXXL,6.0
89240,60,34.0,162.56,M,2.0
89241,54,35.0,160.02,S,1.0
89242,65,24.0,175.26,L,3.0
89243,84,39.0,167.64,XXXL,6.0
89244,61,45.0,170.18,M,2.0
89245,61,37.0,170.18,L,3.0
89246,68,27.0,172.72,XL,4.0
89247,63,32.0,157.48,L,3.0
89248,97,49.0,154.94,XXXL,6.0
89249,72,31.0,162.56,XL,4.0
89250,47,25.0,157.48,S,1.0
89251,56,39.0,170.18,M,2.0
89252,56,28.0,165.1,M,2.0
89253,56,48.0,167.64,M,2.0
89254,63,50.0,175.26,XXXL,6.0
89255,60,34.0,167.64,S,1.0
89256,63,42.0,162.56,M,2.0
89257,52,29.0,160.02,S,1.0
89258,58,34.0,160.02,M,2.0
89259,54,31.0,165.1,M,2.0
89260,58,31.0,170.18,L,3.0
89261,51,35.0,165.1,S,1.0
89262,63,30.0,172.72,L,3.0
89263,63,36.0,160.02,XL,4.0
89264,62,48.0,165.1,L,3.0
89265,54,29.0,154.94,M,2.0
89266,53,35.0,157.48,S,1.0
89267,54,38.0,165.1,M,2.0
89268,48,38.0,157.48,S,1.0
89269,58,29.0,167.64,M,2.0
89270,54,29.0,167.64,S,1.0
89271,53,31.0,157.48,S,1.0
89272,84,34.0,167.64,XXXL,6.0
89273,77,34.0,182.88,XXXL,6.0
89274,56,30.0,162.56,M,2.0
89275,52,47.0,157.48,L,3.0
89276,58,38.0,167.64,M,2.0
89277,70,27.0,175.26,XL,4.0
89278,74,58.0,167.64,XXXL,6.0
89279,56,29.0,162.56,M,2.0
89280,72,34.0,175.26,XL,4.0
89281,68,38.0,157.48,XL,4.0
89282,55,44.0,162.56,M,2.0
89283,70,41.0,172.72,L,3.0
89284,83,30.0,177.8,XXXL,6.0
89285,72,39.0,172.72,XL,4.0
89286,63,37.0,160.02,L,3.0
89287,56,24.0,167.64,S,1.0
89288,65,29.0,157.48,L,3.0
89289,65,26.0,177.8,M,2.0
89290,63,33.0,170.18,XL,4.0
89291,62,33.0,167.64,L,3.0
89292,56,38.0,167.64,M,2.0
89293,59,35.0,165.1,M,2.0
89294,63,43.0,162.56,XL,4.0
89295,48,29.0,157.48,S,1.0
89296,61,32.0,167.64,XL,4.0
89297,65,30.0,162.56,L,3.0
89298,63,34.0,162.56,L,3.0
89299,72,29.0,170.18,XL,4.0
89300,58,28.0,167.64,L,3.0
89301,72,35.0,167.64,L,3.0
89302,61,29.0,170.18,XL,4.0
89303,61,30.0,172.72,M,2.0
89304,63,23.0,167.64,S,1.0
89305,54,23.0,167.64,M,2.0
89306,60,34.0,165.1,M,2.0
89307,63,34.0,170.18,S,1.0
89308,62,35.0,170.18,M,2.0
89309,63,40.0,162.56,XL,4.0
89310,77,28.0,165.1,XXXL,6.0
